program,requirement_type,concentration_or_minor_name,semester_suggested,course_id,course_title,credit_hours,gen_ed_area,is_elective_slot,eligible_courses,min_grade,footnotes
Biology,baseline,,sophomore_spring,,Hum/Fine Art Elective,3,II,True,See General Education Requirements Area II,,See General Education Requirements section for eligible courses.
Biology,baseline,,sophomore_spring,,Literature Elective (Area II sequence),3,II,True,ENG 201-208 series,,See General Education Requirements section for eligible courses.
Biology,baseline,,sophomore_spring,CHE 102,General Chemistry II,3,III,False,,,
Biology,baseline,,sophomore_spring,CHE 102L,General Chemistry II Lab,1,III,False,,,
Biology,baseline,,junior_fall,PHY 213,General Physics with Calculus I,4,III,False,,D,MinGrade of D required.
Biology,baseline,,junior_fall,CHE 251,Organic Chemistry I,3,,False,,D,MinGrade of D required.
Biology,baseline,,junior_fall,CHE 251L,Organic Chemistry I Lab,1,,False,,D,MinGrade of D required.
Biology,baseline,,junior_fall,MTH 125,Calculus I,4,,False,,D,MinGrade of D required.
Biology,baseline,,junior_fall,,BIO Major Elective,4,,True,See Recommended Biology Elective Courses list,C,MinGrade of C required.
Biology,baseline,,junior_spring,PHY 214,General Physics with Calculus II,4,III,False,,D,MinGrade of D required.
Biology,baseline,,junior_spring,CHE 252,Organic Chemistry II,3,,False,,D,MinGrade of D required.
Biology,baseline,,junior_spring,CHE 252L,Organic Chemistry II Lab,1,,False,,D,MinGrade of D required.
Biology,baseline,,junior_spring,BIO 222,Human Anatomy/Physiology II,3,,False,,C,MinGrade of C required.
Biology,baseline,,junior_spring,BIO 222L,Human Anat/Phys Lab II,1,,False,,C,MinGrade of C required.
Biology,baseline,,junior_spring,BIO 311,Genetics,3,,False,,C,MinGrade of C required.
Biology,baseline,,junior_spring,BIO 311L,Genetics Lab,1,,False,,C,MinGrade of C required.
Biology,baseline,,senior_fall,BIO 330,Microbiology,3,,False,,C,MinGrade of C required.
Biology,baseline,,senior_fall,BIO 330L,Microbiology Lab,1,,False,,C,MinGrade of C required.
Biology,baseline,,senior_fall,BIO 411,Cell and Molecular Biology,3,,False,,C,MinGrade of C required.
Biology,baseline,,senior_fall,BIO 411L,Cell and Molecular Biology Lab,1,,False,,C,MinGrade of C required.
Biology,baseline,,senior_fall,CHE 407,Biochemistry,3,,False,,D,MinGrade of D required.
Biology,baseline,,senior_fall,CHE 407L,Biochemistry Lab,1,,False,,D,MinGrade of D required.
Biology,baseline,,senior_spring,BIO 434,Physiology,3,,False,,C,MinGrade of C required.
Biology,baseline,,senior_spring,BIO 434L,Physiology Lab,1,,False,,C,MinGrade of C required.
Biology,baseline,,senior_spring,,Free Elective,4,,True,Any course except transitional courses,,
Biology,baseline,,senior_spring,,BIO Major Elective,4,,True,See Recommended Biology Elective Courses list,C,MinGrade of C required.
Biology,concentration,Environmental Health,,BIO 200,Environmental Biology,3,,False,,C,
Biology,concentration,Environmental Health,,BIO 223,Intro to Environmental Health,3,,False,,C,
Biology,concentration,Environmental Health,,BIO 324,Ecotoxicology I/Env Toxicology,3,,False,,C,
Biology,concentration,Environmental Health,,BIO 433,Fundamentals of Epidemiology,3,,False,,C,"Prereq: Applied Statistics (MTH 324, MTH 355, ST 324, or ST 355)"
Biology,concentration,Environmental Health,,BIO 490,Biology Internships,3,,False,,C,
Biology,concentration,Environmental Health,,NRE 486,Environmental Policy and Law,3,,False,,C,
Biology,concentration,Environmental Health,,,Choose one,3-4,,True,BIO 205; BIO 321/L; BIO 430/L; BIO 450; MTH 355/ST 355; SOC 265/PSY 265,C,
Biology,concentration,Pre-Nursing,,BIO 221/L,Human Anat & Phys I & Lab,4,,False,,C,Overlaps with baseline BIO 221/221L
Biology,concentration,Pre-Nursing,,BIO 222/L,Human Anat & Phys II & Lab,4,,False,,C,Overlaps with baseline BIO 222/222L
Biology,concentration,Pre-Nursing,,,PSY 265 or SOC 265 Elementary Statistics,3,,False,,C,
Biology,concentration,Pre-Nursing,,ENG 205,General Speech,3,,False,,C,
Biology,concentration,Pre-Nursing,,SOC 201,Introduction to Sociology,3,,False,,C,
Biology,concentration,Pre-Nursing,,PHL 201,Introduction to Philosophy,3,,False,,C,
Biology,concentration,Pre-Nursing,,HDF 211,Child Growth & Development,3,,False,,C,
Biology,concentration,Pre-Professional Health,,,Choose 21 hours from list,21,,True,BIO 340/L; BIO 430/L; BIO 431/L; BIO 471; CHE 408/L; MTH 126; SOC 327 or SOC 201,C,
Biology,minor,Biology Minor,,BIO 103,Principles of Biology,3,,False,,C,
Biology,minor,Biology Minor,,BIO 103L,Principles of Biology Lab,1,,False,,C,
Biology,minor,Biology Minor,,,"4 Lec/Lab courses (2 at 2xx, 1 at 3xx, 1 at 4xx level)",16,,True,BIO 202/L; BIO 203/L; BIO 204/L; BIO 221/L; BIO 222/L; BIO 330/L; BIO 340/L; BIO 411/L; BIO 434/L,C,
Biology,minor,Environmental Health Minor,,BIO 223,Intro to Environmental Health,3,,False,,C,
Biology,minor,Environmental Health Minor,,BIO 490,Biology Internships,3,,False,,C,
Biology,minor,Environmental Health Minor,,BIO 433,Fundamentals of Epidemiology,3,,False,,C,Prereq: Applied Statistics
Biology,minor,Environmental Health Minor,,,Electives to reach 18 hour minimum,9,,True,BIO 200; BIO 205; BIO 321/L; BIO 324; BIO 330/L; BIO 430/L; BIO 450; NRE 453; NRE 486; MTH 355/ST 355; PSY 265/SOC 265,C,
