program,requirement_type,concentration_or_minor_name,semester_suggested,course_id,course_title,credit_hours,gen_ed_area,is_elective_slot,eligible_courses,min_grade,footnotes
Family and Consumer Sciences,baseline,,senior_fall,FCS 418,Directed Field Experience,3,,False,,C,"[CS] capstone course, cannot be substituted. MinGrade of C required."
Family and Consumer Sciences,baseline,,senior_fall,FCS 420,Senior Seminar,1,,False,,C,"[CS] capstone course, cannot be substituted. MinGrade of C required."
Family and Consumer Sciences,baseline,,senior_fall,,Free Elective,3,,True,,C,MinGrade of C required.
Family and Consumer Sciences,baseline,,senior_fall,,Concentration Course,3,,True,,,
Family and Consumer Sciences,baseline,,senior_spring,,Free Elective,3,,True,,C,MinGrade of C required.
Family and Consumer Sciences,baseline,,senior_spring,,Free Elective,3,,True,,C,MinGrade of C required.
Family and Consumer Sciences,baseline,,senior_spring,,Concentration Course,3,,True,,,
Family and Consumer Sciences,baseline,,senior_spring,,Concentration Course,3,,True,,,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 102,Survey of Fashion Industry,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 202L,Intermediate Clothing Construction,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 303L,Flat Pattern Design,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 306,Fashion Merchandising,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 308,Historic Costume,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 314L,Textile Science,3,,False,,C,
Family and Consumer Sciences,concentration,"Apparel, Merchandising and Design",,AMD 401,Fashion Buying,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 204,Early Childhood Development,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 205,Individual and Family Life Cycle,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 211,Child Growth & Development,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 303L,Family Relations,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 305,Parenting,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 310,Human Sexuality,3,,False,,C,
Family and Consumer Sciences,concentration,Human Development and Family Studies,,HDF 413,Family Counseling Techniques,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 251,Quantity Food Production,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 353L,Advanced Nutrition,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 355,Diet Therapy,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 357,Nutrition Education,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 360,Food Service Systems Management,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 452L,Experimental Foods,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – General Dietetics,,NHM 459,Community Nutrition,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 251,Quantity Food Production,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 310,Hospitality Management I,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 311,Hospitality Management II,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 360,Food Service Systems Management,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 410,Advanced Hospitality Management,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 452L,Experimental Foods,3,,False,,C,
Family and Consumer Sciences,concentration,Nutrition and Hospitality Management – Hospitality Management,,NHM 459,Community Nutrition,3,,False,,C,
